Question,Answer,File,URL
What types of instructional settings are these activities effective in?,These activities are effective in both remote and face-to-face instructional settings.,1_4_1_14_4,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/assignment-and-assessment-design.html
What is the focus of the free online Canvas course mentioned?,The focus of the free online Canvas course is on strategies for students to build their personal resilience and improve their well-being.,1_4_1_14_5,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/bouncing-back.html
How can the course be integrated into teaching practices?,"The course can be integrated into teaching practices by:

1. Including it in the syllabus.
2. Presenting it through lecture slides.
3. Making announcements about it to students.
4. Inviting SFU Health Promotion to present the content to the class.",1_4_1_14_5,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/bouncing-back.html
Who can present the course content to students?,SFU Health Promotion,1_4_1_14_5,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/bouncing-back.html
What strategies does the course provide for improving student well-being?,The course provides strategies for building personal resilience and improving well-being.,1_4_1_14_5,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/bouncing-back.html
"Is the course accredited, and if so, by whom?","Yes, the course is CCR-credited.",1_4_1_14_5,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/bouncing-back.html
"Can the course be shared through various channels, and what are they?","Yes, the course can be shared through the syllabus, lecture slides, or an announcement.",1_4_1_14_5,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/bouncing-back.html
"What is the Bouncing Forward webpage, and what can I find there?","The Bouncing Forward webpage offers a free, CCR-credited online Canvas course that provides strategies for students to build personal resilience and improve their well-being. It can be shared with students through syllabi, lecture slides, or announcements, and SFU Health Promotion can be invited to present the content to classes.",1_4_1_14_5,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/bouncing-back.html
How does Simon Fraser University acknowledge Indigenous communities in its messaging?,"Simon Fraser University acknowledges Indigenous communities by respectfully recognizing the xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo, and Tsawwassen peoples on whose unceded traditional territories its campuses reside.",1_4_1_14_5,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/bouncing-back.html
Are there any specific ways to support student well-being mentioned in the text?,"1. Providing strategies on building personal resilience and improving well-being through a free online Canvas course.
2. Sharing the course with students in syllabi, lecture slides, or announcements.
3. Inviting SFU Health Promotion to present the content to the class.",1_4_1_14_5,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/bouncing-back.html
Is there a way for educators to share their experiences with the course?,"Yes, educators can share their experiences with the course by letting the organizers know how they support student well-being and by sharing their stories.",1_4_1_14_5,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/bouncing-back.html
How can I support student well-being in my teaching practice?,"1. Create opportunities for students to share their projects in a poster session.
2. Celebrate students' accomplishments in class.
3. Use non-graded awards to recognize creativity and effort, not just quantitative skills.
4. Encourage students to create posters and discuss their research on topics they care about.
5. Highlight the importance of a variety of skills in conducting and communicating quantitative research.",1_4_1_14_6,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/celebratory-research-poster-sessions.html
What opportunities are there for students to showcase their projects?,Students have the opportunity to create a poster and talk about their research on a topic they care about during a poster session designed to meet educational goals. This event allows students to celebrate each other’s accomplishments and recognize their efforts in projects.,1_4_1_14_6,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/celebratory-research-poster-sessions.html
What is the purpose of the poster session mentioned in the text?,"The purpose of the poster session is to create an opportunity for students to share their projects, celebrate each other's accomplishments, and recognize their achievements in a supportive environment.",1_4_1_14_6,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/celebratory-research-poster-sessions.html
How do non-graded awards benefit students who struggle with quantitative analysis?,"Non-graded awards benefit students who struggle with quantitative analysis by acknowledging their creativity in conceptual development and effort in assignments. This inclusive approach helps these students feel recognized and valued for their contributions, even if they may not excel in quantitative skills. It reinforces the message that a variety of skills are important in conducting and communicating research, thereby supporting their overall well-being and encouraging their engagement in the learning process.",1_4_1_14_6,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/celebratory-research-poster-sessions.html
What types of awards can be given to students in this program?,"Sample award categories include non-graded awards, awards for creativity in conceptual development, and recognition of effort in assignments.",1_4_1_14_6,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/celebratory-research-poster-sessions.html
How does the awards process emphasize the importance of diverse skills in research?,"The awards process emphasizes the importance of diverse skills in research by recognizing creativity in conceptual development and effort in assignments, rather than solely focusing on quantitative analysis. It conveys a long-term message that various skills, beyond just quantitative skills, are vital for conducting and communicating quantitative research projects.",1_4_1_14_6,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/celebratory-research-poster-sessions.html
"In what course were these activities conducted, and can they be adapted to other subjects?",The activities were conducted in a Quantitative Methods course and can be adapted to other disciplines and teaching platforms.,1_4_1_14_6,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/celebratory-research-poster-sessions.html
What message does the awards process convey about student accomplishments?,"The awards process conveys that there are a variety of skills, beyond only quantitative skills, that are important in conducting and communicating about quantitative research projects. It emphasizes creativity and effort in project development, recognizing and celebrating diverse accomplishments among students.",1_4_1_14_6,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/celebratory-research-poster-sessions.html
How does Simon Fraser University acknowledge Indigenous peoples in its communications?,"Simon Fraser University acknowledges Indigenous peoples by respectfully recognizing the xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo, and Tsawwassen peoples on whose unceded traditional territories their campuses reside.",1_4_1_14_6,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/celebratory-research-poster-sessions.html
How do you support student well-being in your teaching practice?,"I support student well-being in my teaching practice by having students work in collaboration with partner organizations like Surrey CityLab through service learning, which enhances their civic engagement and awareness of real-world issues.",1_4_1_14_7,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/city-studio.html
What is the role of Surrey CityLab in supporting civic engagement?,"Surrey CityLab supports civic engagement by having students work in collaboration with partner organizations through service learning, allowing them to engage in real-world issues affecting the city, gain awareness of city priorities and challenges, and become more civic-minded.",1_4_1_14_7,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/city-studio.html
What kind of collaboration occurs between students and partner organizations in service learning?,"Students work in collaboration with partner organizations like Surrey CityLab to address important city topics, engage in real-world issues, and gain greater awareness of city priorities and challenges, thereby becoming more civic-minded.",1_4_1_14_7,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/city-studio.html
What topics did the Surrey CityLab program address for post-secondary students?,"Important city topics, real-world issues affecting the city, city priorities and challenges.",1_4_1_14_7,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/city-studio.html
How did students benefit from participating in the Surrey CityLab program?,"Students benefited from participating in the Surrey CityLab program by engaging in real-world issues affecting the city, gaining a greater awareness of city priorities and challenges, and becoming more civic-minded.",1_4_1_14_7,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/city-studio.html
What is the significance of acknowledging the traditional territories of Indigenous peoples at Simon Fraser University?,"Acknowledging the traditional territories of Indigenous peoples at Simon Fraser University is significant as it shows respect for the original inhabitants of the land, recognizes their ongoing connection to it, and promotes awareness of their rights and histories. It also fosters a sense of inclusivity and respect within the university community.",1_4_1_14_7,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/city-studio.html
What opportunities do students have to engage with real-world issues through the Surrey CityLab?,"Students have the opportunity to engage with real-world issues affecting the city, gain a greater awareness of city priorities and challenges, and become more civic-minded through collaboration with partner organizations like Surrey CityLab in service learning projects.",1_4_1_14_7,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/city-studio.html
How can individuals share their stories related to supporting student well-being?,Individuals can share their stories related to supporting student well-being by letting others know how they use specific resources in their teaching practice.,1_4_1_14_7,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/city-studio.html
How does Nicky Didicher enhance flexibility for students in their teaching practice?,"Nicky Didicher enhances flexibility for students through ""learner centered teaching"" and the use of contractual evaluations in which students choose their assignments, the weighting of their assignments, and due dates.",1_4_1_14_8,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/contractual-agreement.html
What are the key components of learner-centered teaching mentioned in the text?,"1. flexibility for students
2. Contractual evaluations
3. Student Choice in assignments
4. Student Choice in Assignment weighting
5. Student Choice in due dates",1_4_1_14_8,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/contractual-agreement.html
How do contractual evaluations work in Nicky Didicher's approach?,"Contractual evaluations in Nicky Didicher's approach allow students to choose their assignments, the weighting of their assignments, and due dates.",1_4_1_14_8,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/contractual-agreement.html
What choices do students have in terms of assignments and deadlines in this teaching model?,"Students can choose their assignments, the weighting of their assignments, and their due dates.",1_4_1_14_8,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/contractual-agreement.html
How does Simon Fraser University acknowledge the Indigenous peoples in their territory?,"Simon Fraser University respectfully acknowledges the xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo and Tsawwassen peoples on whose unceded traditional territories their three campuses reside.",1_4_1_14_8,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/contractual-agreement.html
What resources are available for download on the website?,PDF printout,1_4_1_14_8,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/contractual-agreement.html
How can users share their stories related to student well-being?,Users can share their stories related to student well-being by letting the organization know how they support student well-being through their own teaching practice.,1_4_1_14_8,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/contractual-agreement.html
What are the privacy policies mentioned by Simon Fraser University?,The specific privacy policies mentioned are not provided in the context.,1_4_1_14_8,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/contractual-agreement.html
What is the significance of the unceded traditional territories mentioned in the text?,The significance of the unceded traditional territories mentioned in the text is that they acknowledge and respect the Indigenous peoples and their rights to the land on which Simon Fraser University's campuses are located.,1_4_1_14_8,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/contractual-agreement.html
Are there any specific terms and conditions outlined by Simon Fraser University?,The specific terms and conditions outlined by Simon Fraser University are not provided in the context.,1_4_1_14_8,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/contractual-agreement.html
How does Sheri Fabian support student well-being in her teaching practice?,Sheri Fabian supports student well-being by creating class guidelines with her students to respect differences and create a safe place for discussion.,1_4_1_14_9,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/creating-class-guidelines.html
What strategies does Sheri use to create a safe space for discussion in her classroom?,Sheri creates class guidelines with her students to respect difference and create a safe place for discussion.,1_4_1_14_9,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/creating-class-guidelines.html
How does Simon Fraser University acknowledge the Indigenous peoples connected to its campuses?,"Simon Fraser University acknowledges the xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo, and Tsawwassen peoples on whose unceded traditional territories its campuses reside.",1_4_1_14_9,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/creating-class-guidelines.html
What is the significance of creating class guidelines with students?,"Creating class guidelines with students promotes inclusivity, respects differences, and fosters a safe environment for discussion.",1_4_1_14_9,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/creating-class-guidelines.html
Can you share your own story of promoting inclusivity in education?,Sheri Fabian creates class guidelines with her students to respect differences and foster a safe environment for discussion.,1_4_1_14_9,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/creating-class-guidelines.html
Where can I find the PDF mentioned in the text?,"You can find the PDF by clicking on the ""Download PDF"" link in the provided context.",1_4_1_14_9,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/creating-class-guidelines.html
"What does the term ""unceded traditional territories"" refer to in the context of the university's acknowledgment?","The term ""unceded traditional territories"" refers to land that has not been formally surrendered or given up by the Indigenous peoples to whom it originally belonged.",1_4_1_14_9,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/creating-class-guidelines.html
Who are the Indigenous peoples acknowledged by Simon Fraser University?,"xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo, Tsawwassen.",1_4_1_14_9,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/creating-class-guidelines.html
What is the Canadian Health Promoting Campuses Network?,"The Canadian Health Promoting Campuses Network is a network that guides institutions in promoting health and wellbeing on their campuses, based on the principles of the Okanagan Charter: An International Charter for Health Promoting Universities and Colleges.",1_4_1_15_1,https://healthpromotingcampuses.squarespace.com/
What is the Okanagan Charter?,The Okanagan Charter is an international charter for health promoting universities and colleges.,1_4_1_15_1,https://healthpromotingcampuses.squarespace.com/
How does the Okanagan Charter relate to health promoting universities and colleges?,"The Okanagan Charter serves as a guiding framework for the Canadian Health Promoting Campuses Network, emphasizing the importance of health and wellbeing in university and college environments. It provides principles and actions for institutions to foster a culture of health on campuses.",1_4_1_15_1,https://healthpromotingcampuses.squarespace.com/
Which Canadian institutions are involved in promoting health and wellbeing on campuses?,The specific Canadian institutions promoting health and wellbeing on their campuses are not listed in the provided context.,1_4_1_15_1,https://healthpromotingcampuses.squarespace.com/
What resources are available for promoting health and wellbeing on campuses?,"1. Recommended readings
2. tools for promoting Health and wellbeing on Campuses",1_4_1_15_1,https://healthpromotingcampuses.squarespace.com/
Where can I find recommended readings for health promotion in educational settings?,Explore our recommended readings and tools for promoting health and wellbeing on campuses.,1_4_1_15_1,https://healthpromotingcampuses.squarespace.com/
What are the goals of the Canadian Health Promoting Campuses Network?,The goals of the Canadian Health Promoting Campuses Network include promoting health and wellbeing on campuses and guiding institutions in their health promotion efforts based on the Okanagan Charter.,1_4_1_15_1,https://healthpromotingcampuses.squarespace.com/
How can universities and colleges implement the Okanagan Charter?,"1. Develop a comprehensive health and wellbeing strategy aligned with the Okanagan Charter principles.
2. Engage stakeholders including students, faculty, and staff in the planning and implementation process.
3. Create supportive environments that promote physical, mental, and social health on campus.
4. Offer programs and services that address the diverse health needs of the campus community.
5. Foster partnerships with local health services and organizations to enhance resources available to students.
6. Evaluate and assess the impact of health initiatives to ensure continuous improvement.",1_4_1_15_1,https://healthpromotingcampuses.squarespace.com/
What tools are recommended for enhancing health and wellbeing on campuses?,The context does not provide specific tools recommended for enhancing health and wellbeing on campuses.,1_4_1_15_1,https://healthpromotingcampuses.squarespace.com/
What is the role of the SFU Health Promotion team?,"The role of the SFU Health Promotion team is to improve student well-being, provide support for mental health projects, strengthen university committees' capacity for health initiatives, develop a shared vision for health promotion, explore ways to create a healthier campus community, and act as a liaison with other health and counselling providers.",1_4_1_15_2,https://www.sfu.ca/healthycampuscommunity/about/contact-us.html
How can I contribute to the well-being of the SFU community?,"1. Provide Support for Student Mental Health and well-being projects
2. identify and strengthen capacity for University committees to embed Health and well-being in their initiatives
3. contribute to Developing a shared vision in Planning and implementing Health Promotion action in Faculties, departments, and units
4. Work with you to Explore ways that you can be involved in Creating a Healthier Campus community in your school, department, or faculty
5. Act as a liaison with other Health and Counselling providers",1_4_1_15_2,https://www.sfu.ca/healthycampuscommunity/about/contact-us.html
What kind of support does the SFU Health Promotion team provide for student mental health projects?,The SFU Health Promotion team provides support for student mental health and well-being projects.,1_4_1_15_2,https://www.sfu.ca/healthycampuscommunity/about/contact-us.html
How does the SFU Health Promotion team help university committees?,The SFU Health Promotion team helps university committees by identifying and strengthening capacity to embed health and well-being in their initiatives.,1_4_1_15_2,https://www.sfu.ca/healthycampuscommunity/about/contact-us.html
What is involved in developing a shared vision for health promotion at SFU?,"Developing a shared vision for health promotion at SFU involves:

- Contributing to planning and implementing health promotion action in faculties, departments, and units.
- Identifying and strengthening capacity for university committees to embed health and well-being in their initiatives.",1_4_1_15_2,https://www.sfu.ca/healthycampuscommunity/about/contact-us.html
In what ways can I get involved in creating a healthier campus community?,"1. Provide Support for Student Mental Health and well-being projects.
2. identify and strengthen capacity for University committees to embed Health and well-being in their initiatives.
3. contribute to Developing a shared vision in Planning and implementing Health Promotion action in Faculties, departments, and units.
4. Work with you to Explore ways that you can be involved in Creating a Healthier Campus community in your school, department, or faculty.
5. Act as a liaison with other Health and Counselling providers.",1_4_1_15_2,https://www.sfu.ca/healthycampuscommunity/about/contact-us.html
Who can I contact for more information about health and counselling services at SFU?,You can contact the SFU Health Promotion team for more information about health and counselling services at SFU.,1_4_1_15_2,https://www.sfu.ca/healthycampuscommunity/about/contact-us.html
What is the significance of the acknowledgment of Indigenous peoples in relation to SFU's campuses?,The acknowledgment of Indigenous peoples signifies respect for the original inhabitants of the land and recognizes their ongoing connection to the territories on which SFU's campuses are located. It highlights SFU's commitment to reconciliation and the importance of understanding and honoring Indigenous history and culture.,1_4_1_15_2,https://www.sfu.ca/healthycampuscommunity/about/contact-us.html
What is the Healthy Campus Community initiative at SFU?,"The Healthy Campus Community initiative at SFU is a foundational, award-winning initiative by SFU’s Health Promotion team that takes a systemic, institution-wide approach to enhance conditions conducive to well-being. It aims to create healthy settings by ensuring that policies, processes, learning environments, and physical spaces support student mental health and well-being. The initiative has been internationally recognized for its leadership in advancing systemic health promotion within a university context and directly contributes to SFU's Strategy by promoting and protecting student mental health and well-being.",1_4_1_15_3,https://www.sfu.ca/healthycampuscommunity/about/background-and-rationale.html
How has SFU’s Health Promotion team been recognized internationally?,"SFU’s Health Promotion team has been recognized internationally for leadership in advancing systemic health promotion within a university context, particularly through the development of the Okanagan Charter. Since its release in 2015, hundreds of post-secondary institutions across 40 different countries have become signatories of the Charter and adopted initiatives prioritizing student health and well-being. The team has also been featured by various organizations and institutions, including EAB and Princeton University, which have referenced their work in online materials.",1_4_1_15_3,https://www.sfu.ca/healthycampuscommunity/about/background-and-rationale.html
What approach does the Healthy Campus Community initiative take to promote well-being?,"The Healthy Campus Community initiative takes a systemic, institution-wide approach to enhance conditions that are conducive to well-being. It focuses on creating healthy settings by ensuring that policies, processes, learning environments, physical spaces, and other aspects of the institutional environment are designed to support student mental health and well-being.",1_4_1_15_3,https://www.sfu.ca/healthycampuscommunity/about/background-and-rationale.html
How does the initiative contribute to SFU’s strategic goals?,"The Healthy Campus Community initiative contributes to SFU’s strategic goals by promoting and protecting student mental health and well-being, enhancing conditions conducive to well-being, creating equitable and healthy systems and environments, supporting student retention and success, and aligning with the SFU Strategy, which prioritizes mental health as integral to the institution's core business.",1_4_1_15_3,https://www.sfu.ca/healthycampuscommunity/about/background-and-rationale.html
"What is the Okanagan Charter, and how is it related to SFU?","The Okanagan Charter is an international charter for health-promoting universities and colleges that emphasizes the importance of promoting student health and well-being within post-secondary institutions. It was developed in 2015, and SFU's Health Promotion team led the charter development process. Since then, SFU has been recognized as an international leader in this area, and many post-secondary institutions worldwide have adopted initiatives based on the Okanagan Charter to prioritize student health and well-being.",1_4_1_15_3,https://www.sfu.ca/healthycampuscommunity/about/background-and-rationale.html
Which institutions have reached out to SFU for information on health programming?,"Augustana College, British Columbia Institute of Technology, California State University, Central Washington University, College of New Caledonia, Columbia University, Cornell University, Lethbridge College, Jacksonville University, Kings College London, Gonzaga University, Massachusetts Institute of Technology, McGill University, New York University, North Island College, Princeton University, Toronto Metropolitan University, University of Alberta, University of Auckland, University of British Columbia, University of California, University of Central Lancashire, University of Colorado Boulder, University of Oregon, University of Regina, University of Sheffield, University of the Sunshine Coast (Australia), University of Texas at Austin, University of Victoria, Vrije Universiteit Amsterdam.",1_4_1_15_3,https://www.sfu.ca/healthycampuscommunity/about/background-and-rationale.html
What are the key factors impacting student mental health and well-being at SFU?,"1. Severe or moderate mental distress (50% of students).
2. Lack of a supportive environment (only 39% of students feel supported).
3. Perception that mental and emotional well-being is not a priority (only 33% of students).
4. Stress negatively impacting academic success.
5. Pandemic fatigue related to anxiety, social isolation, financial stress, and increased academic load.
6. High percentage of students (84%) reporting mental health interference with academic performance.
7. Disproportionate impacts of social determinants of health on certain groups, particularly international students and equity-deserving communities.",1_4_1_15_3,https://www.sfu.ca/healthycampuscommunity/about/background-and-rationale.html
What percentage of SFU students reported experiencing mental distress?,50%,1_4_1_15_3,https://www.sfu.ca/healthycampuscommunity/about/background-and-rationale.html
How does student mental health correlate with academic success and retention?,"Student mental health is closely tied to academic success and retention, as poor mental health can negatively impact performance, with 84% of students reporting that their mental health interferes with their academic performance. Additionally, factors such as stress, which is often a significant barrier to academic success, have been documented. Retention rates are influenced by student mental health, with well-being being essential for engagement and success in higher education.",1_4_1_15_3,https://www.sfu.ca/healthycampuscommunity/about/background-and-rationale.html
What are the social determinants of health mentioned in the text?,"The social determinants of health mentioned in the text are non-medical factors, forces, and systems that shape the conditions of daily life, which influence health outcomes. Specific groups that are disproportionately impacted by these determinants include international students and students from equity deserving communities.",1_4_1_15_3,https://www.sfu.ca/healthycampuscommunity/about/background-and-rationale.html
How did the COVID-19 pandemic affect student mental well-being at SFU?,"The COVID-19 pandemic resulted in greater stressors impacting student mental well-being, particularly for international students and those from equity-deserving communities. It was associated with increased anxiety, social isolation, financial stress, and higher academic loads. Additionally, a significant portion of students reported negative mental health during their studies, with 50% experiencing severe or moderate mental distress and 84% indicating that their mental health interfered with their academic performance.",1_4_1_15_3,https://www.sfu.ca/healthycampuscommunity/about/background-and-rationale.html
What evidence supports the need for a proactive approach to mental health at SFU?,"- 50% of SFU students reported severe or moderate mental distress (Canadian Campus Wellbeing Survey, 2020).
- Only 39% of students felt SFU provides a supportive environment that reduces stress (UGSS, 2021).
- Only 33% of students felt that SFU prioritizes their mental and emotional well-being (Canadian Campus Wellbeing Survey, 2020).
- 84% of students reported that their mental health interfered with their performance at school (Preliminary findings from the Student e-Mental Health Project).
- 3 in 4 students reported experiencing negative mental health during their studies (CASA and MHCC, 2022).
- Stress is one of the top factors negatively impacting academic success (National College Health Assessment, 2016).",1_4_1_15_3,https://www.sfu.ca/healthycampuscommunity/about/background-and-rationale.html
How does the Healthy Campus Community initiative align with national mental health standards?,"The Healthy Campus Community initiative aligns with national mental health standards by adhering to the National Standard for Post-secondary Mental Health & Well-being, the Okanagan Charter, and the Scarborough Charter. It emphasizes a systemic, campus-wide approach to create environments that enhance health and well-being, which is consistent with recommendations from the National Standard of Canada for Mental Health and Well-being for Post-Secondary Students. The initiative also integrates current provincial and national efforts to improve well-being in post-secondary institutions, such as those by the Canadian Mental Health Association BC Division’s Healthy Minds | Healthy Campuses and the Centre for Innovation in Campus Mental Health.",1_4_1_15_3,https://www.sfu.ca/healthycampuscommunity/about/background-and-rationale.html
What foundational documents support the Healthy Campus Community initiative?,"The foundational documents that support the Healthy Campus Community initiative are the National Standard for Post-secondary Mental Health & Well-being, the Okanagan Charter, and the Scarborough Charter.",1_4_1_15_3,https://www.sfu.ca/healthycampuscommunity/about/background-and-rationale.html
What has been the timeline for the development of the Healthy Campus Community initiative?,"Planning for the initiative began in 2010, and the first iteration of the initiative was launched in 2011. The original Vision for a Healthy Campus Community was co-created in 2014 and formally endorsed by President Andrew Petter in 2015.",1_4_1_15_3,https://www.sfu.ca/healthycampuscommunity/about/background-and-rationale.html
How was SFU’s original Vision for a Healthy Campus Community created?,SFU’s original Vision for a Healthy Campus Community was co-created in 2014 with input from over 300 campus members.,1_4_1_15_3,https://www.sfu.ca/healthycampuscommunity/about/background-and-rationale.html
Who endorsed the Vision for a Healthy Campus Community at SFU?,President Andrew Petter,1_4_1_15_3,https://www.sfu.ca/healthycampuscommunity/about/background-and-rationale.html
What role do qualitative and quantitative progress markers play in evaluating the initiative?,Qualitative and quantitative progress markers are used to evaluate the outcomes of the Healthy Campus Community initiative by tracking student health data and indicators from institutional surveys.,1_4_1_15_3,https://www.sfu.ca/healthycampuscommunity/about/background-and-rationale.html
How does SFU acknowledge the traditional territories of local Indigenous peoples?,"Simon Fraser University respectfully acknowledges the xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo and Tsawwassen peoples on whose unceded traditional territories our three campuses reside.",1_4_1_15_3,https://www.sfu.ca/healthycampuscommunity/about/background-and-rationale.html
What resources are available for more information about the Healthy Campus Community initiative?,"1. The team's mission, vision, and core principles.
2. A brief 3-minute video about the purpose of the initiative.
3. Publications authored by the Health Promotion team.
4. Reports outlining the outcomes of the initiative.
5. Theories and rationale behind the initiative and its key projects.",1_4_1_15_3,https://www.sfu.ca/healthycampuscommunity/about/background-and-rationale.html
What initiative does the SFU Health Promotion team lead?,The Healthy Campus Community initiative.,1_4_1_15_4,https://www.sfu.ca/healthycampuscommunity/about/reports.html
How does the Healthy Campus Community initiative align with national and international health standards?,The Healthy Campus Community initiative aligns with Canada’s National Standard for Mental Health and Well-being for Post-Secondary Students and the World Health Organization’s Health Promoting University Framework.,1_4_1_15_4,https://www.sfu.ca/healthycampuscommunity/about/reports.html
What key impacts has the SFU Health Promotion team had on student well-being since 2011?,"1. Built a network of over 300 faculty champions engaging in well-being programming in learning environments.
2. Launched ""Tools for Well-being in the Classroom,"" providing resources for faculty to embed well-being in academic settings.
3. Informed policies and physical spaces that enhance student well-being across SFU’s three campuses.
4. Reached approximately 3000 students annually through presentations, training programs, and outreach events.
5. Enrolled over 300 students in the Bouncing Forward Online Resilience Training, with 93% recommending it to friends.
6. Conducted approximately 50 presentations for graduate and undergraduate students on well-being in the 2021-2022 academic year.
7. Trained 15-20 Health Peers annually to provide outreach events, impacting student health awareness and engagement.",1_4_1_15_4,https://www.sfu.ca/healthycampuscommunity/about/reports.html
How many faculty champions are part of the well-being in learning environments programming?,Over 300 faculty champions.,1_4_1_15_4,https://www.sfu.ca/healthycampuscommunity/about/reports.html
What resources were launched as a result of the early research outcomes from the well-being seminar series?,Tools for Well-being in the Classroom.,1_4_1_15_4,https://www.sfu.ca/healthycampuscommunity/about/reports.html
How many faculty and teaching staff have attended events related to well-being in learning environments?,Over 350 faculty and teaching staff have attended 19 events/sessions related to well-being in learning environments.,1_4_1_15_4,https://www.sfu.ca/healthycampuscommunity/about/reports.html
What evidence-informed resources have been developed since 2015 to enhance student well-being?,"Since 2015, two evidence-informed and open access resources have been developed by SFU Health Promotion to inform policies and physical spaces that enhance student well-being.",1_4_1_15_4,https://www.sfu.ca/healthycampuscommunity/about/reports.html
